afla	afum	anid	anig	myID
F9C07_9276	Afu5g14060	AN2687	An14g05530	myID4218
F9C07_9277	Afu5g14070	AN2686	An14g05540	myID4219
F9C07_8044	Afu5g14230	AN2673	An14g05670	myID4220
F9C07_8030	Afu5g14270	AN2674	An14g05630	myID4221
F9C07_8027	Afu5g14320	AN2683	An14g05730	myID4222
F9C07_8026	Afu5g14330	AN2682	An14g05750	myID4223
F9C07_1139980	Afu6g01840	AN8636	An12g09580	myID4224
F9C07_10965	Afu6g01850	AN8649	An12g09280	myID4225
F9C07_1140230	Afu6g01870	AN8661	An12g09260	myID4226
F9C07_2228610	Afu6g01910	AN12029	An12g09190	myID4227
F9C07_2228620	Afu6g01940	AN8664	An12g09130	myID4228
F9C07_2280022	Afu6g01960	AN8666	An12g09020	myID4229
F9C07_1140659	Afu6g01970	AN8667	An12g08960	myID4230
F9C07_1141113	Afu6g02010	AN11246	An12g08890	myID4231
F9C07_10986	Afu6g02020	AN9500	An12g08900	myID4232
F9C07_8768	Afu6g02040	AN8669	An12g08830	myID4233
F9C07_2164573	Afu6g02050	AN8670	An12g08820	myID4234
F9C07_2234472	Afu6g02060	AN8671	An12g08800	myID4235
F9C07_8771	Afu6g02070	AN8672	An12g08790	myID4236
F9C07_1683383	Afu6g02080	AN8673	An12g08770	myID4237
F9C07_8774	Afu6g02090	AN8674	An12g08760	myID4238
F9C07_1683385	Afu6g02100	AN8675	An12g08750	myID4239
F9C07_8776	Afu6g02110	AN8676	An12g08730	myID4240
F9C07_8777	Afu6g02120	AN8677	An12g08720	myID4241
F9C07_2285141	Afu6g02130	AN8679	An12g08690	myID4242
F9C07_8779	Afu6g02140	AN8680	An12g08680	myID4243
F9C07_2070284	Afu6g02160	AN8682	An12g08670	myID4244
F9C07_8782	Afu6g02180	AN8684	An12g08660	myID4245
F9C07_8783	Afu6g02190	AN8685	An12g08650	myID4246
F9C07_2285145	Afu6g02200	AN8687	An12g08640	myID4247
F9C07_2164670	Afu6g02230	AN8689	An12g08610	myID4248
F9C07_8788	Afu6g02260	AN8690	An12g08590	myID4249
F9C07_2285149	Afu6g02270	AN8691	An12g08580	myID4250
F9C07_2285150	Afu6g02280	AN8692	An12g08570	myID4251
F9C07_2285152	Afu6g02300	AN11101	An12g08530	myID4252
F9C07_2164683	Afu6g02330	AN8694	An12g08510	myID4253
F9C07_1684078	Afu6g02350	AN8696	An12g08400	myID4254
F9C07_2245862	Afu6g02360	AN8697	An12g08390	myID4255
F9C07_8803	Afu6g02370	AN8698	An12g08380	myID4256
F9C07_8804	Afu6g02380	AN11102	An12g08370	myID4257
F9C07_8805	Afu6g02390	AN11106	An12g08360	myID4258
F9C07_8806	Afu6g02400	AN11103	An12g08350	myID4259
F9C07_8807	Afu6g02410	AN8701	An12g07800	myID4260
F9C07_8808	Afu6g02420	AN8702	An12g07810	myID4261
F9C07_2093938	Afu6g02440	AN8704	An12g07830	myID4262
F9C07_8811	Afu6g02460	AN8706	An12g07840	myID4263
F9C07_8812	Afu6g02470	AN8707	An12g07850	myID4264
F9C07_8815	Afu6g02510	AN8710	An12g07880	myID4265
F9C07_2108387	Afu6g02515	AN8711	An12g07890	myID4266
F9C07_2285169	Afu6g02520	AN8712	An12g07900	myID4267
F9C07_2285170	Afu6g02530	AN8713	An12g07910	myID4268
F9C07_8818	Afu6g02535	AN8714	An12g07920	myID4269
F9C07_1684461	Afu6g02540	AN11104	An12g07930	myID4270
F9C07_8820	Afu6g02550	AN11107	An12g07950	myID4271
F9C07_8821	Afu6g02570	AN8721	An12g07960	myID4272
F9C07_8823	Afu6g02600	AN8720	An12g08020	myID4273
F9C07_1683767	Afu6g02620	AN8718	An12g08000	myID4274
F9C07_2164831	Afu6g02630	AN8722	An12g08030	myID4275
F9C07_8828	Afu6g02650	AN8723	An12g08060	myID4276
F9C07_8829	Afu6g02660	AN8724	An12g08090	myID4277
F9C07_1689886	Afu6g02670	AN9504	An12g08100	myID4278
F9C07_2285186	Afu6g02690	AN8741	An12g08230	myID4279
F9C07_2164954	Afu6g02700	AN8742	An12g08240	myID4280
F9C07_2234534	Afu6g02705	AN11630	An12g08250	myID4281
F9C07_8840	Afu6g02710	AN8743	An12g08260	myID4282
F9C07_8841	Afu6g02720	AN8744	An12g08270	myID4283
F9C07_8842	Afu6g02730	AN11116	An12g08320	myID4284
F9C07_2285194	Afu6g02740	AN11115	An12g08340	myID4285
F9C07_8848	Afu6g02780	AN8748	An12g07760	myID4286
F9C07_2285209	Afu6g02830	AN8750	An12g07715	myID4287
F9C07_2165031	Afu6g02840	AN8751	An12g07710	myID4288
F9C07_8858	Afu6g02845	AN8752	An12g07700	myID4289
F9C07_8856	Afu6g02850	AN8753	An12g07690	myID4290
F9C07_2285203	Afu6g02860	AN8755	An12g07630	myID4291
F9C07_8853	Afu6g02870	AN11119	An12g07600	myID4292
F9C07_7051	Afu6g02930	AN8766	An12g07550	myID4293
F9C07_2151697	Afu6g02940	AN8765	An12g07540	myID4294
F9C07_2282184	Afu6g02960	AN8763	An12g07520	myID4295
F9C07_7055	Afu6g02970	AN8762	An12g07510	myID4296
F9C07_2231083	Afu6g03010	AN11112	An12g07370	myID4297
F9C07_7059	Afu6g03020	AN8757	An12g07380	myID4298
F9C07_2282187	Afu6g03030	AN8756	An12g07390	myID4299
F9C07_7062	Afu6g03060	AN6669	An12g07450	myID4300
F9C07_10939	Afu6g03400	AN6657	An15g02040	myID4301
F9C07_2228573	Afu6g03520	AN6655	An15g01840	myID4302
F9C07_1138010	Afu6g03530	AN6654	An15g01850	myID4303
F9C07_2279984	Afu6g03540	AN6653	An15g01860	myID4304
F9C07_1137405	Afu6g03570	AN6652	An15g01890	myID4305
F9C07_2279977	Afu6g03580	AN6651	An15g01910	myID4306
F9C07_10921	Afu6g03590	AN6650	An15g01920	myID4307
F9C07_10907	Afu6g03630	AN6649	An15g01950	myID4308
F9C07_10902	Afu6g03640	AN6645	An15g01980	myID4309
F9C07_10901	Afu6g03660	AN6644	An15g01990	myID4310
F9C07_10900	Afu6g03670	AN6643	An15g02000	myID4311
F9C07_2140879	Afu6g03690	AN6642	An15g01830	myID4312
F9C07_10897	Afu6g03710	AN6640	An15g01800	myID4313
F9C07_2163269	Afu6g03730	AN6639	An15g01780	myID4314
F9C07_2038056	Afu6g03740	AN6638	An15g01770	myID4315
F9C07_6242	Afu6g03750	AN10837	An15g01760	myID4316
F9C07_6241	Afu6g03760	AN10840	An15g01750	myID4317
F9C07_6240	Afu6g03770	AN6636	An15g01740	myID4318
F9C07_2093349	Afu6g03810	AN6631	An15g01710	myID4319
F9C07_2284857	Afu6g03820	AN6630	An15g01700	myID4320
F9C07_2284858	Afu6g03830	AN6629	An15g01690	myID4321
F9C07_6232	Afu6g03840	AN6628	An15g01680	myID4322
F9C07_6231	Afu6g03850	AN6627	An15g01670	myID4323
F9C07_6230	Afu6g03860	AN6623	An15g01650	myID4324
F9C07_2163308	Afu6g03870	AN6624	An15g01640	myID4325
F9C07_6225	Afu6g03900	AN6625	An15g01620	myID4326
F9C07_6223	Afu6g03910	AN6626	An15g01600	myID4327
F9C07_2204002	Afu6g03920	AN10836	An15g01590	myID4328
F9C07_2234151	Afu6g03930	AN10842	An15g01580	myID4329
F9C07_6221	Afu6g03940	AN6618	An15g01560	myID4330
F9C07_2163396	Afu6g03950	AN6614	An15g01510	myID4331
F9C07_6218	Afu6g03960	AN6615	An15g01520	myID4332
F9C07_2284869	Afu6g03970	AN6616	An15g01530	myID4333
F9C07_2234153	Afu6g03990	AN6617	An15g01550	myID4334
F9C07_1663780	Afu6g04000	AN6590	An15g01230	myID4335
F9C07_6189	Afu6g04010	AN6591	An15g01240	myID4336
F9C07_6190	Afu6g04020	AN12011	An15g01250	myID4337
F9C07_6192	Afu6g04030	AN6593	An15g01270	myID4338
F9C07_6193	Afu6g04040	AN10841	An15g01280	myID4339
F9C07_6194	Afu6g04050	AN6594	An15g01290	myID4340
F9C07_6195	Afu6g04060	AN6596	An15g01300	myID4341
F9C07_6196	Afu6g04070	AN6597	An15g01310	myID4342
F9C07_2284887	Afu6g04080	AN6598	An15g01320	myID4343
F9C07_6198	Afu6g04090	AN6599	An15g01330	myID4344
F9C07_1663101	Afu6g04100	AN6600	An15g01340	myID4345
F9C07_2284884	Afu6g04110	AN6601	An15g01350	myID4346
F9C07_2284883	Afu6g04120	AN6602	An15g01360	myID4347
F9C07_2284882	Afu6g04140	AN6603	An15g01370	myID4348
F9C07_2234168	Afu6g04170	AN6604	An15g01390	myID4349
F9C07_6205	Afu6g04180	AN10835	An15g01400	myID4350
F9C07_1652926	Afu6g04190	AN6608	An15g01440	myID4351
F9C07_2234164	Afu6g04200	AN6607	An15g01430	myID4352
F9C07_2284878	Afu6g04210	AN6606	An15g01420	myID4353
F9C07_6206	Afu6g04220	AN10839	An15g01410	myID4354
F9C07_6211	Afu6g04230	AN6609	An15g01450	myID4355
F9C07_2163410	Afu6g04240	AN6610	An15g01460	myID4356
F9C07_2284874	Afu6g04250	AN6611	An15g01470	myID4357
F9C07_2284873	Afu6g04260	AN6612	An15g01480	myID4358
F9C07_6215	Afu6g04265	AN6613	An15g01490	myID4359
F9C07_6186	Afu6g04300	AN6588	An15g01200	myID4360
F9C07_2284896	Afu6g04310	AN6587	An15g01180	myID4361
F9C07_2284897	Afu6g04320	AN6586	An15g01170	myID4362
F9C07_2163533	Afu6g04330	AN6585	An15g01160	myID4363
F9C07_6181	Afu6g04350	AN6583	An15g01140	myID4364
F9C07_2234192	Afu6g04360	AN6581	An15g01130	myID4365
F9C07_1665500	Afu6g04380	AN6572	An15g00930	myID4366
F9C07_2093449	Afu6g04390	AN6574	An15g00950	myID4367
F9C07_6166	Afu6g04400	AN6575	An15g00960	myID4368
F9C07_2108087	Afu6g04410	AN9529	An15g00970	myID4369
F9C07_2284912	Afu6g04420	AN9528	An15g00980	myID4370
F9C07_6169	Afu6g04430	AN6576	An15g00990	myID4371
F9C07_6170	Afu6g04440	AN6577	An15g01000	myID4372
F9C07_6162	Afu6g04450	AN6571	An15g00920	myID4373
F9C07_1664506	Afu6g04460	AN6580	An15g01020	myID4374
F9C07_2071416	Afu6g04490	AN6578	An15g01110	myID4375
F9C07_2070308	Afu6g04470	AN6579	An15g01120	myID4376
F9C07_2284917	Afu6g04500	AN6570	An15g00910	myID4377
F9C07_2284918	Afu6g04510	AN6569	An15g00900	myID4378
F9C07_6159	Afu6g04520	AN6568	An15g00890	myID4379
F9C07_6158	Afu6g04530	AN6567	An15g00880	myID4380
F9C07_2163643	Afu6g04540	AN6566	An15g00870	myID4381
F9C07_1666098	Afu6g04550	AN6565	An15g00790	myID4382
F9C07_6155	Afu6g04560	AN6564	An15g00770	myID4383
F9C07_2234215	Afu6g04580	AN6562	An15g00740	myID4384
F9C07_6152	Afu6g04590	AN6561	An15g00730	myID4385
F9C07_6151	Afu6g04600	AN6560	An15g00728	myID4386
F9C07_2234218	Afu6g04610	AN6558	An15g00700	myID4387
F9C07_6149	Afu6g04620	AN6557	An15g00690	myID4388
F9C07_6148	Afu6g04630	AN6556	An15g00680	myID4389
F9C07_6147	Afu6g04640	AN6555	An15g00670	myID4390
F9C07_1666499	Afu6g04650	AN6553	An15g00660	myID4391
F9C07_6143	Afu6g04660	AN6554	An15g00650	myID4392
F9C07_6142	Afu6g04670	AN12122	An15g00640	myID4393
F9C07_2163700	Afu6g04680	AN6534	An15g00630	myID4394
F9C07_2234228	Afu6g04690	AN6535	An15g00620	myID4395
F9C07_6137	Afu6g04700	AN6536	An15g00610	myID4396
F9C07_2108117	Afu6g04705	AN6537	An15g00600	myID4397
F9C07_6135	Afu6g04710	AN6538	An15g00590	myID4398
F9C07_6134	Afu6g04720	AN6540	An15g00580	myID4399
F9C07_2284940	Afu6g04730	AN6541	An15g00570	myID4400
F9C07_6132	Afu6g04740	AN6542	An15g00560	myID4401
F9C07_6131	Afu6g04750	AN6543	An15g00550	myID4402
F9C07_2234236	Afu6g04760	AN6544	An15g00540	myID4403
F9C07_2234237	Afu6g04770	AN6545	An15g00530	myID4404
F9C07_2284943	Afu6g04780	AN6546	An15g00520	myID4405
F9C07_2284944	Afu6g04790	AN6547	An15g00510	myID4406
F9C07_1667711	Afu6g04800	AN6548	An15g00500	myID4407
F9C07_6126	Afu6g04810	AN6549	An15g00490	myID4408
F9C07_6124	Afu6g04830	AN6551	An15g00480	myID4409
F9C07_6123	Afu6g04840	AN6533	An15g00470	myID4410
F9C07_6121	Afu6g04870	AN6531	An15g00460	myID4411
F9C07_2284950	Afu6g04860	AN6530	An15g00450	myID4412
F9C07_2093518	Afu6g04880	AN6529	An15g00440	myID4413
F9C07_2163787	Afu6g04910	AN6526	An15g00420	myID4414
F9C07_6115	Afu6g04920	AN6525	An15g00410	myID4415
F9C07_6114	Afu6g04930	AN6524	An15g00400	myID4416
F9C07_2204068	Afu6g04940	AN6523	An15g00390	myID4417
F9C07_6109	Afu6g04990	AN10825	An15g00330	myID4418
F9C07_6105	Afu6g05020	AN10833	An15g00290	myID4419
F9C07_1671563	Afu6g05040	AN6517	An15g00270	myID4420
F9C07_1672171	Afu6g05045	AN6516	An15g00260	myID4421
F9C07_6102	Afu6g05050	AN6515	An15g00250	myID4422
F9C07_1671346	Afu6g05060	AN6514	An15g00240	myID4423
F9C07_6100	Afu6g05070	AN6513	An15g00230	myID4424
F9C07_2284969	Afu6g05080	AN6512	An15g00220	myID4425
F9C07_2108154	Afu6g05090	AN10832	An15g00210	myID4426
F9C07_1671364	Afu6g05100	AN10824	An15g00200	myID4427
F9C07_6095	Afu6g05110	AN6510	An15g00190	myID4428
F9C07_6093	Afu6g05120	AN6508	An15g00170	myID4429
F9C07_2284975	Afu6g05130	AN6507	An15g00160	myID4430
F9C07_2284976	Afu6g05140	AN6506	An15g00150	myID4431
F9C07_2163924	Afu6g05150	AN6505	An15g00140	myID4432
F9C07_2284978	Afu6g05160	AN6503	An15g00120	myID4433
F9C07_2284979	Afu6g05170	AN10823	An15g00110	myID4434
F9C07_6087	Afu6g05180	AN6501	An15g00100	myID4435
F9C07_6086	Afu6g05190	AN10827	An15g00090	myID4436
F9C07_6085	Afu6g05200	AN6500	An15g00080	myID4437
F9C07_6084	Afu6g05210	AN6499	An15g00070	myID4438
F9C07_6083	Afu6g05220	AN10826	An15g00060	myID4439
F9C07_2163969	Afu6g05240	AN10822	An15g00050	myID4440
F9C07_2093600	Afu6g05260	AN6496	An15g00030	myID4441
F9C07_2234288	Afu6g05270	AN6495	An15g00025	myID4442
F9C07_2234289	Afu6g05280	AN6494	An15g00020	myID4443
F9C07_1674300	Afu6g05290	AN6493	An15g00010	myID4444
F9C07_2054668	Afu6g06330	AN10721	An18g06850	myID4445
F9C07_2127594	Afu6g06335	AN5795	An18g06840	myID4446
F9C07_2277251	Afu6g06340	AN10709	An18g06820	myID4447
F9C07_3168	Afu6g06345	AN10718	An18g06810	myID4448
F9C07_3167	Afu6g06350	AN5793	An18g06800	myID4449
F9C07_2277253	Afu6g06370	AN5790	An18g06760	myID4450
F9C07_2198058	Afu6g06380	AN5789	An18g06750	myID4451
F9C07_1213002	Afu6g06390	AN5788	An18g06740	myID4452
F9C07_2277256	Afu6g06400	AN5787	An18g06730	myID4453
F9C07_2277257	Afu6g06420	AN5786	An18g06720	myID4454
F9C07_3159	Afu6g06430	AN5785	An18g06710	myID4455
F9C07_3158	Afu6g06440	AN5784	An18g06700	myID4456
F9C07_2238177	Afu6g06445	AN10716	An18g06690	myID4457
F9C07_2277259	Afu6g06450	AN10708	An18g06680	myID4458
F9C07_2127621	Afu6g06460	AN5782	An18g06670	myID4459
F9C07_2277261	Afu6g06470	AN5781	An18g06650	myID4460
F9C07_2225516	Afu6g06480	AN5780	An18g06640	myID4461
F9C07_1212114	Afu6g06490	AN5779	An18g06600	myID4462
F9C07_2277265	Afu6g06500	AN5778	An18g06590	myID4463
F9C07_2252317	Afu6g06510	AN5777	An18g06580	myID4464
F9C07_2277266	Afu6g06520	AN5776	An18g06570	myID4465
F9C07_2127650	Afu6g06535	AN5775	An18g06540	myID4466
F9C07_2277267	Afu6g06540	AN5774	An18g06520	myID4467
F9C07_2127677	Afu6g06550	AN10707	An18g06510	myID4468
F9C07_3144	Afu6g06580	AN10710	An18g06500	myID4469
F9C07_1212901	Afu6g06590	AN10706	An18g06490	myID4470
F9C07_2252339	Afu6g06610	AN5770	An18g06470	myID4471
F9C07_3136	Afu6g06630	AN10724	An18g06440	myID4472
F9C07_3135	Afu6g06640	AN5768	An18g06410	myID4473
F9C07_3134	Afu6g06650	AN5767	An18g06400	myID4474
F9C07_3132	Afu6g06670	AN5764	An18g06390	myID4475
F9C07_2277284	Afu6g06680	AN5763	An18g06370	myID4476
F9C07_3130	Afu6g06690	AN5762	An18g06360	myID4477
F9C07_3129	Afu6g06700	AN5761	An18g06350	myID4478
F9C07_3128	Afu6g06710	AN5760	An18g06340	myID4479
F9C07_2127846	Afu6g06720	AN5759	An18g06320	myID4480
F9C07_2055621	Afu6g06730	AN5742	An18g06310	myID4481
F9C07_2277291	Afu6g06740	AN5743	An18g06290	myID4482
F9C07_2099635	Afu6g06750	AN5744	An18g06270	myID4483
F9C07_3122	Afu6g06760	AN5745	An18g06260	myID4484
F9C07_2277293	Afu6g06770	AN5746	An18g06250	myID4485
F9C07_2127880	Afu6g06780	AN5747	An18g06230	myID4486
F9C07_3118	Afu6g06800	AN5749	An18g06210	myID4487
F9C07_1225248	Afu6g06810	AN5750	An18g06190	myID4488
F9C07_1216492	Afu6g06820	AN5751	An18g06170	myID4489
F9C07_3114	Afu6g06830	AN5752	An18g06160	myID4490
F9C07_3113	Afu6g06840	AN5753	An18g06130	myID4491
F9C07_2054243	Afu6g06850	AN5754	An18g06120	myID4492
F9C07_3108	Afu6g06870	AN5757	An18g06050	myID4493
F9C07_3107	Afu6g06880	AN5758	An18g06020	myID4494
F9C07_3106	Afu6g06890	AN5741	An18g06010	myID4495
F9C07_2099652	Afu6g06900	AN5740	An18g05980	myID4496
F9C07_2068299	Afu6g06990	AN5167	An07g09475	myID4497
F9C07_4078	Afu6g07010	AN5170	An07g09410	myID4498
F9C07_4073	Afu6g07060	AN5175	An07g09320	myID4499
F9C07_4072	Afu6g07070	AN5176	An07g09330	myID4500
F9C07_4071	Afu6g07080	AN5177	An07g09340	myID4501
F9C07_2106634	Afu6g07090	AN5178	An07g09360	myID4502
F9C07_4069	Afu6g07100	AN5179	An07g09370	myID4503
F9C07_2069846	Afu6g07110	AN5180	An07g09380	myID4504
F9C07_4067	Afu6g07120	AN5181	An07g09390	myID4505
F9C07_1547559	Afu6g07130	AN5182	An07g09400	myID4506
F9C07_1597	Afu6g07160	AN5151	An07g09280	myID4507
F9C07_1595	Afu6g07180	AN10639	An07g09270	myID4508
F9C07_1594	Afu6g07200	AN5149	An07g09260	myID4509
F9C07_1593	Afu6g07210	AN5148	An07g09250	myID4510
F9C07_1592	Afu6g07220	AN10642	An07g09240	myID4511
F9C07_2279808	Afu6g07230	AN10638	An07g09230	myID4512
F9C07_1589	Afu6g07250	AN5191	An07g09220	myID4513
F9C07_1587	Afu6g07270	AN5192	An07g09190	myID4514
F9C07_2279802	Afu6g07280	AN5194	An07g09170	myID4515
F9C07_1584	Afu6g07290	AN5195	An07g09160	myID4516
F9C07_1583	Afu6g07300	AN5196	An07g09150	myID4517
F9C07_2083896	Afu6g07310	AN5197	An07g09140	myID4518
F9C07_2279798	Afu6g07320	AN5198	An07g09130	myID4519
F9C07_2140035	Afu6g07330	AN5199	An07g09120	myID4520
F9C07_2279796	Afu6g07340	AN5200	An07g09110	myID4521
F9C07_1116993	Afu6g07350	AN5201	An07g09090	myID4522
F9C07_1577	Afu6g07360	AN5203	An07g09070	myID4523
F9C07_1576	Afu6g07370	AN5204	An07g09060	myID4524
F9C07_2058659	Afu6g07380	AN5205	An07g09040	myID4525
F9C07_2058219	Afu6g07410	AN5208	An07g09020	myID4526
F9C07_2199953	Afu6g07420	AN5209	An07g09010	myID4527
F9C07_1568	Afu6g07430	AN5210	An07g08990	myID4528
F9C07_2279786	Afu6g07460	AN5212	An07g08970	myID4529
F9C07_1566	Afu6g07470	AN5213	An07g08960	myID4530
F9C07_1565	Afu6g07480	AN5214	An07g08950	myID4531
F9C07_1112652	Afu6g07490	AN5215	An07g08900	myID4532
F9C07_2279779	Afu6g07520	AN5217	An07g08890	myID4533
F9C07_1559	Afu6g07530	AN5218	An07g08880	myID4534
F9C07_2277398	Afu6g07540	AN1904	An11g02360	myID4535
F9C07_1234645	Afu6g07550	AN1905	An11g02363	myID4536
F9C07_2225668	Afu6g07560	AN1906	An11g02365	myID4537
F9C07_2217635	Afu6g07580	AN1908	An11g02370	myID4538
F9C07_1234223	Afu6g07620	AN1911	An11g02380	myID4539
F9C07_1234490	Afu6g07630	AN1912	An11g02390	myID4540
F9C07_3002	Afu6g07640	AN1913	An11g02400	myID4541
F9C07_3007	Afu6g07670	AN1915	An11g02430	myID4542
F9C07_3008	Afu6g07680	AN10236	An11g02470	myID4543
F9C07_2055676	Afu6g07690	AN10239	An11g02520	myID4544
F9C07_3011	Afu6g07710	AN1917	An11g02540	myID4545
F9C07_3012	Afu6g07720	AN1918	An11g02550	myID4546
F9C07_2225649	Afu6g07730	AN1920	An11g02580	myID4547
F9C07_3016	Afu6g07740	AN1921	An11g02590	myID4548
F9C07_3018	Afu6g07760	AN1922	An11g02610	myID4549
F9C07_3019	Afu6g07770	AN1923	An11g02620	myID4550
F9C07_2277374	Afu6g07780	AN1924	An11g02700	myID4551
F9C07_2277373	Afu6g07800	AN1927	An11g02690	myID4552
F9C07_3023	Afu6g07810	AN1929	An11g02670	myID4553
F9C07_1228594	Afu6g07830	AN1931	An11g02650	myID4554
F9C07_3026	Afu6g07840	AN1932	An11g02640	myID4555
F9C07_2053896	Afu6g07850	AN1943	An11g02630	myID4556
F9C07_3031	Afu6g07855	AN1941	An11g02730	myID4557
F9C07_2252443	Afu6g07860	AN4166	An11g02750	myID4558
F9C07_3034	Afu6g07870	AN4167	An11g02760	myID4559
F9C07_1229229	Afu6g07880	AN4168	An11g02770	myID4560
F9C07_3036	Afu6g07890	AN4169	An11g02780	myID4561
F9C07_2277358	Afu6g07900	AN4170	An11g02830	myID4562
F9C07_3039	Afu6g07910	AN4171	An11g02840	myID4563
F9C07_3040	Afu6g07930	AN4172	An11g02850	myID4564
F9C07_3041	Afu6g07940	AN4174	An11g02860	myID4565
F9C07_2053677	Afu6g07950	AN4175	An11g02870	myID4566
F9C07_2099706	Afu6g07970	AN10513	An11g02950	myID4567
F9C07_3048	Afu6g07980	AN4182	An11g02960	myID4568
F9C07_3049	Afu6g07990	AN3958	An11g02970	myID4569
F9C07_3053	Afu6g08010	AN3956	An11g02120	myID4570
F9C07_2277344	Afu6g08020	AN3952	An11g02110	myID4571
F9C07_3057	Afu6g08040	AN3953	An11g02050	myID4572
F9C07_2277341	Afu6g08050	AN3954	An11g02040	myID4573
F9C07_3059	Afu6g08070	AN3955	An11g02030	myID4574
F9C07_2055307	Afu6g08100	AN3948	An11g02020	myID4575
F9C07_2225604	Afu6g08120	AN3946	An11g02000	myID4576
F9C07_3067	Afu6g08130	AN3945	An11g01990	myID4577
F9C07_3071	Afu6g08155	AN3943	An11g01970	myID4578
F9C07_2277334	Afu6g08160	AN3942	An11g01960	myID4579
F9C07_3073	Afu6g08170	AN3944	An11g01950	myID4580
F9C07_3074	Afu6g08200	AN3941	An11g01890	myID4581
F9C07_2207125	Afu6g08210	AN3940	An11g01880	myID4582
F9C07_2128071	Afu6g08220	AN3939	An11g01870	myID4583
F9C07_2277330	Afu6g08230	AN12167	An11g01860	myID4584
F9C07_2225589	Afu6g08240	AN3938	An11g01850	myID4585
F9C07_3080	Afu6g08250	AN3937	An11g01840	myID4586
F9C07_3081	Afu6g08260	AN3936	An11g01830	myID4587
F9C07_2056444	Afu6g08290	AN3934	An11g01790	myID4588
F9C07_3084	Afu6g08300	AN3933	An11g01770	myID4589
F9C07_2277323	Afu6g08310	AN3932	An11g01760	myID4590
F9C07_2277322	Afu6g08320	AN3931	An11g01750	myID4591
F9C07_1219790	Afu6g08330	AN3930	An11g01740	myID4592
F9C07_2225577	Afu6g08340	AN10487	An11g01720	myID4593
F9C07_3090	Afu6g08360	AN3928	An11g01630	myID4594
F9C07_1225545	Afu6g08370	AN3927	An11g01640	myID4595
F9C07_3088	Afu6g08380	AN3926	An11g01650	myID4596
F9C07_9853	Afu6g08390	AN3925	An11g01660	myID4597
F9C07_2277036	Afu6g08420	AN3923	An11g01610	myID4598
F9C07_9857	Afu6g08430	AN3921	An11g01600	myID4599
F9C07_9858	Afu6g08440	AN3920	An11g01580	myID4600
F9C07_9859	Afu6g08450	AN3919	An11g01570	myID4601
F9C07_2277046	Afu6g08460	AN3917	An11g01550	myID4602
F9C07_1191900	Afu6g08510	AN3914	An11g01540	myID4603
F9C07_2054371	Afu6g08520	AN3913	An11g01520	myID4604
F9C07_9872	Afu6g08530	AN3910	An11g01510	myID4605
F9C07_9873	Afu6g08540	AN3911	An11g01490	myID4606
F9C07_9875	Afu6g08560	AN10486	An11g05500	myID4607
F9C07_2099375	Afu6g08580	AN10489	An11g05510	myID4608
F9C07_9879	Afu6g08590	AN10485	An11g05520	myID4609
F9C07_2277059	Afu6g08600	AN3907	An11g05530	myID4610
F9C07_9884	Afu6g08640	AN12389	An11g05710	myID4611
F9C07_9886	Afu6g08660	AN3906	An11g05730	myID4612
F9C07_9887	Afu6g08670	AN12387	An11g05740	myID4613
F9C07_9889	Afu6g08680	AN3905	An11g05750	myID4614
F9C07_1193618	Afu6g08690	AN10484	An11g05760	myID4615
F9C07_9906	Afu6g08700	AN10482	An11g06080	myID4616
F9C07_9908	Afu6g08720	AN10230	An11g06110	myID4617
F9C07_9909	Afu6g08730	AN10233	An11g06120	myID4618
F9C07_9910	Afu6g08740	AN1734	An11g06130	myID4619
F9C07_9911	Afu6g08750	AN1733	An11g06140	myID4620
F9C07_9912	Afu6g08760	AN1731	An11g06160	myID4621
F9C07_2197912	Afu6g08790	AN1729	An11g06180	myID4622
F9C07_9915	Afu6g08800	AN10232	An11g06190	myID4623
F9C07_1194206	Afu6g08810	AN10229	An11g06200	myID4624
F9C07_2056755	Afu6g08820	AN12474	An11g06210	myID4625
F9C07_2252037	Afu6g08840	AN1742	An11g06540	myID4626
F9C07_2277094	Afu6g08850	AN1743	An11g06590	myID4627
F9C07_2277095	Afu6g08860	AN1744	An11g06600	myID4628
F9C07_2277096	Afu6g08870	AN1745	An11g06610	myID4629
F9C07_9924	Afu6g08880	AN1746	An11g06630	myID4630
F9C07_9925	Afu6g08890	AN1747	An11g06640	myID4631
F9C07_2277101	Afu6g08900	AN1750	An11g06650	myID4632
F9C07_2277102	Afu6g08910	AN1751	An11g06660	myID4633
F9C07_2277103	Afu6g08920	AN1752	An11g06670	myID4634
F9C07_2277104	Afu6g08930	AN1753	An11g06680	myID4635
F9C07_9938	Afu6g08960	AN1757	An11g06720	myID4636
F9C07_1195548	Afu6g08980	AN1758	An11g06730	myID4637
F9C07_9940	Afu6g08990	AN1759	An11g06740	myID4638
F9C07_2277111	Afu6g09000	AN1777	An11g06750	myID4639
F9C07_2277112	Afu6g09010	AN1776	An11g06760	myID4640
F9C07_2126775	Afu6g09020	AN1775	An11g06770	myID4641
F9C07_2277114	Afu6g09030	AN1773	An11g06790	myID4642
F9C07_2126791	Afu6g09050	AN1771	An11g06800	myID4643
F9C07_9947	Afu6g09060	AN1770	An11g06810	myID4644
F9C07_2277118	Afu6g09070	AN1769	An11g06820	myID4645
F9C07_9949	Afu6g09080	AN12305	An11g06830	myID4646
F9C07_9951	Afu6g09100	AN1767	An11g06850	myID4647
