Orthogroup	afla	afum	anid	anig
OG0008281	F9C07_2109816	Afu5g14100		An02g01070
OG0008282	F9C07_2286506	Afu8g02560	AN2583	
OG0008283	F9C07_11867	Afu6g00640		An18g01230
OG0008284	F9C07_11866	Afu6g00660		An18g01240
OG0008285	F9C07_11859	Afu3g07020	AN10598	
OG0008286	F9C07_1802358		AN4807	An02g13800
OG0008287	F9C07_11831	Afu3g06760		An11g09570
OG0008288	F9C07_1806815	Afu3g06710	AN4784	
OG0008289	F9C07_1806099	Afu3g06597	AN12223	
OG0008290	F9C07_11805	Afu2g00870	AN8478	
OG0008291	F9C07_11795	Afu1g01110		An07g01040
OG0008292	F9C07_2029043	Afu3g07660	AN11766	
OG0008293	F9C07_11719	Afu5g08730	AN10592	
OG0008294	F9C07_2286654	Afu5g08810		An07g04610
OG0008295	F9C07_1813058		AN4681	An07g04170
OG0008296	F9C07_2075677	Afu5g09030, Afu7g08400		
OG0008297	F9C07_11669	Afu5g08965	AN11975	
OG0008298	F9C07_1819448	Afu3g03000	AN8404	
OG0008299	F9C07_11615	Afu5g09340	AN8822	
OG0008300	F9C07_11607	Afu5g09410		An07g03560
OG0008301	F9C07_2236253	Afu5g09480	AN8812	
OG0008302	F9C07_11586		AN11123	An07g03430
OG0008303	F9C07_11579	Afu3g03260		An09g01125
OG0008304	F9C07_11575	Afu5g09590		An07g03300
OG0008305	F9C07_2286778	Afu4g00770	AN6410	
OG0008306	F9C07_11498		AN10668	An12g01580
OG0008307	F9C07_2236344		AN5294	An12g01600
OG0008308	F9C07_2286826		AN5295	An12g01610
OG0008309	F9C07_11491	Afu6g09505, Afu6g09745		
OG0008310	F9C07_11487	Afu4g00330		An18g00670
OG0008311	F9C07_11465		AN11510, AN5046	
OG0008312	F9C07_2097011	Afu4g14300	AN1322	
OG0008313	F9C07_2224026		AN2370	An13g03290
OG0008314		Afu1g00740, Afu1g01050, Afu8g06160		
OG0008315		Afu1g01920, Afu2g14450	AN20052	
OG0008316		Afu1g02160	AN0350	An01g06100
OG0008317		Afu1g04750	AN0453	An01g03330
OG0008318		Afu1g04900	AN10087	An01g03930
OG0008319		Afu1g05580	AN4082	An18g04420
OG0008320		Afu1g05590	AN4083	An18g04430
OG0008321		Afu1g05650	AN12323	An18g03335
OG0008322		Afu1g05970	AN10516	An18g03790
OG0008323		Afu1g07130	AN10652	An07g09680
OG0008324		Afu1g07350	AN10634	An07g09890
OG0008325		Afu1g07555	AN2507	An07g10130
OG0008326		Afu1g07630	AN5111	An07g10270
OG0008327		Afu1g08950	AN10189	An08g00440
OG0008328		Afu1g09260	AN1360	An08g00790
OG0008329		Afu1g09700	AN1295	An08g01490
OG0008330		Afu1g09754	AN1291	An08g01540
OG0008331		Afu1g11060	AN1173	An08g03320
OG0008332		Afu1g13090	AN0648	An08g06080
OG0008333		Afu1g13570	AN0695	An08g06650
OG0008334		Afu1g13980	AN10116	An08g07120
OG0008335		Afu1g14980	AN12113	An01g13130
OG0008336		Afu1g15380	AN10133	An01g13650
OG0008337		Afu1g15540	AN10730, AN6482	
OG0008338		Afu1g16080, Afu5g14990		An08g12060
OG0008339		Afu1g16410, Afu3g14840		An04g08080
OG0008340		Afu1g16460	AN11891	An01g10770
OG0008341		Afu1g17680	AN3398	An03g00320
OG0008342		Afu2g01330	AN7665	An03g05100
OG0008343		Afu2g02370, Afu2g05115		An03g03340
OG0008344		Afu2g02890	AN10567	An07g07270
OG0008345		Afu2g03330	AN0615	An08g08010
OG0008346		Afu2g03370	AN4495	An07g07830
OG0008347		Afu2g05530	AN10956	An02g13870
OG0008348		Afu2g05770	AN11747	An02g14230
OG0008349		Afu2g06030	AN7449	An02g14610
OG0008350		Afu2g06060	AN10953	An02g14640
OG0008351		Afu2g08370	AN6158	An12g03580
OG0008352		Afu2g08570	AN6142	An12g03930
OG0008353		Afu2g09730	AN6042	An16g05470
OG0008354		Afu2g11220	AN5890	An02g03220
OG0008355		Afu2g12480	AN10804	An02g04670
OG0008356		Afu2g12780, Afu4g01160	AN5364	
OG0008357		Afu2g12830		An11g09030, An16g05970
OG0008358		Afu2g13970	AN11858	An02g04990
OG0008359		Afu2g15100, Afu4g00580	AN5303	
OG0008360		Afu2g15270	AN7595	An09g03530
OG0008361		Afu2g15500	AN10966	An15g05680
OG0008362		Afu2g15510	AN10965	An15g05690
OG0008363		Afu2g15530	AN7605	An15g05700
OG0008364		Afu2g15600	AN7608	An15g05780
OG0008365		Afu2g15640	AN7615	An15g05850
OG0008366		Afu2g16310	AN7971	An14g06590
OG0008367		Afu2g16370	AN7354	An15g06740
OG0008368		Afu2g16740	AN10923	An04g08750
OG0008369		Afu2g16940	AN7286	An04g09050
OG0008370		Afu3g00280	AN3565	An01g08030
OG0008371		Afu3g00420		An09g00790, An09g01010
OG0008372		Afu3g00510, Afu8g01710	AN7619	
OG0008373		Afu3g01120, Afu7g00230	AN2613	
OG0008374		Afu3g01700	AN1308, AN5304	
OG0008375		Afu3g01890	AN12357, AN3270	
OG0008376		Afu3g01980	AN3356	An06g00330
OG0008377		Afu3g02010		An08g01340, An16g05940
OG0008378		Afu3g02550	AN12353, AN9015	
OG0008379		Afu3g02710	AN1030, AN11967	
OG0008380		Afu3g03140	AN7126, AN9262	
OG0008381		Afu3g03290, Afu8g01370		An11g08500
OG0008382		Afu3g03790	AN3519	An12g01630
OG0008383		Afu3g03810	AN3518	An12g01640
OG0008384		Afu3g03900	AN8774	An12g02400
OG0008385		Afu3g04190	AN9405	An01g00080
OG0008386		Afu3g06120	AN10340	An11g10370
OG0008387		Afu3g06170	AN3549, AN4734	
OG0008388		Afu3g07600	AN12479	An02g12970
OG0008389		Afu3g09090	AN3039	An16g02660
OG0008390		Afu3g09210	AN9156	An03g01290
OG0008391		Afu3g09420, Afu4g02610, Afu8g00320		
OG0008392		Afu3g09840	AN5005	An16g03510
OG0008393		Afu3g10780	AN4911	An02g06450
OG0008394		Afu3g11310	AN4868	An02g07050
OG0008395		Afu3g12160	AN5048	An02g08260
OG0008396		Afu3g12560	AN3104	An02g08520
OG0008397		Afu3g12850	AN10365	An02g08850
OG0008398		Afu3g12940	AN4773	An08g09240
OG0008399		Afu3g12982	AN3127	An02g08880
OG0008400		Afu3g15310, Afu8g00440	AN5054	
OG0008401		Afu4g00195	AN2117	An13g03620
OG0008402		Afu4g00320	AN2581, AN4113	
OG0008403		Afu4g00500	AN2659, AN9056	
OG0008404		Afu4g01140		An04g07680, An04g08300
OG0008405		Afu4g02802	AN3296	An02g13040
OG0008406		Afu4g03722	AN7140	An14g01470
OG0008407		Afu4g04630	AN10878	An14g00210
OG0008408		Afu4g05850	AN4294	An04g00040
OG0008409		Afu4g05950	AN4304	An04g00150
OG0008410		Afu4g06130	AN10545	An04g00400
OG0008411		Afu4g09170	AN0218	An01g01790
OG0008412		Afu4g09370	AN9272	An07g08670
OG0008413		Afu4g09410	AN11016	An03g01650
OG0008414		Afu4g09640	AN1843	An04g07470
OG0008415		Afu4g09930	AN11495, AN2571	
OG0008416		Afu4g11467	AN5590	An04g05120
OG0008417		Afu4g11580	AN5577	An04g04870
OG0008418		Afu4g11680	AN12299	An04g04800
OG0008419		Afu4g12540	AN10460	An01g08020
OG0008420		Afu4g13070	AN3006	An08g07900
OG0008421		Afu4g13770	AN3360	An06g02460
OG0008422		Afu4g14020, Afu8g06990	AN2364	
OG0008423		Afu4g14751		An01g07930, An11g05030
OG0008424		Afu5g00130	AN5461	An01g00570
OG0008425		Afu5g00352, Afu8g01222	AN9129	
OG0008426		Afu5g00500	AN7097	An06g02390
OG0008427		Afu5g00510	AN7098	An06g02400
OG0008428		Afu5g01010, Afu8g00342		An11g08170
OG0008429		Afu5g02300		An02g10480, An16g00630
OG0008430		Afu5g02340	AN8027	An09g03700
OG0008431		Afu5g04100	AN12206	An09g06510
OG0008432		Afu5g04140	AN8263	An09g06540
OG0008433		Afu5g05800	AN11133	An17g02095
OG0008434		Afu5g05840	AN8842	An17g02075
OG0008435		Afu5g06160	AN2293	An17g01640
OG0008436		Afu5g06960	AN10987	An17g00090
OG0008437		Afu5g07600	AN11023	An15g02810
OG0008438		Afu5g08070	AN7732	An03g04260
OG0008439		Afu5g08160	AN7719	An03g04360
OG0008440		Afu5g08310	AN7706	An03g04580
OG0008441		Afu5g08460	AN4658	An07g05240
OG0008442		Afu5g08640	AN10581	An07g04900
OG0008443		Afu5g11100	AN10034	An01g02180
OG0008444		Afu5g11880	AN0114	An18g02520
OG0008445		Afu5g11950		An08g11630, An12g01820
OG0008446		Afu5g12190	AN0083	An18g02130
OG0008447		Afu5g13360	AN6893	An14g04800
OG0008448		Afu5g13590	AN6910	An14g05120
OG0008449		Afu5g14080	AN2640	An12g05640
OG0008450		Afu5g14210	AN5056, AN9285	
OG0008451		Afu5g14540	AN3199, AN6831	
OG0008452		Afu5g14800	AN5842	An04g08220
OG0008453		Afu6g00460	AN1651	An01g11420
OG0008454		Afu6g02430	AN8703	An12g07820
OG0008455		Afu6g03150	AN7117, AN7887	
OG0008456		Afu6g03200	AN7373	An12g05440
OG0008457		Afu6g03280, Afu7g06740	AN6786	
OG0008458		Afu6g04950	AN6522	An15g00380
OG0008459		Afu6g04980	AN6520	An15g00340
OG0008460		Afu6g05250	AN6497	An15g00040
OG0008461		Afu6g06360	AN5791	An18g06770
OG0008462		Afu6g07055	AN11468	An07g09310
OG0008463		Afu6g07440	AN5211	An07g08980
OG0008464		Afu6g07700	AN10240	An11g02530
OG0008465		Afu6g07960	AN10531	An11g02900
OG0008466		Afu6g08110	AN3947	An11g02010
OG0008467		Afu6g08780	AN1730	An11g06170
OG0008468		Afu6g09330	AN7765	An03g03020
OG0008469		Afu6g10210	AN6815	An11g01070
OG0008470		Afu6g11980, Afu6g13270	AN7869	
OG0008471		Afu6g13460	AN5448	An08g08850
OG0008472		Afu6g13980, Afu8g02410	AN8142	
OG0008473		Afu6g14370	AN5332	An06g00590
OG0008474		Afu7g00150	AN6002	An11g07330
OG0008475		Afu7g00890	AN3328	An15g05620
OG0008476		Afu7g01100	AN10041	An07g01780
OG0008477		Afu7g01410	AN10404	An12g01490
OG0008478		Afu7g02210	AN11929	An12g00450
OG0008479		Afu7g02490	AN9062	An12g00110
OG0008480		Afu7g04500	AN3748	An13g01080
OG0008481		Afu7g04740	AN10467	An13g01290
OG0008482		Afu7g05100	AN3990, AN7088	
OG0008483		Afu7g05160	AN8108	An02g10000
OG0008484		Afu7g05230	AN8786	An07g03050
OG0008485		Afu7g06050	AN6741	An07g01470
OG0008486		Afu7g06460	AN10379	An03g05540
OG0008487		Afu7g06940	AN11958	An03g00390
OG0008488		Afu7g07060, Afu7g08310, Afu8g06220		
OG0008489		Afu7g08610, Afu8g06370, Afu8g06380		
OG0008490		Afu8g01638	AN8442	An11g08430
OG0008491		Afu8g01700	AN2800	An14g07270
OG0008492		Afu8g01860	AN0992	An09g00600
OG0008493		Afu8g02010	AN2665	An07g01310
OG0008494		Afu8g02240		An09g01520, An11g02920
OG0008495		Afu8g03870	AN9418	An16g09330
OG0008496		Afu8g03940	AN10205	An16g09250
OG0008497		Afu8g03950	AN1405	An16g09240
OG0008498		Afu8g04550	AN10197	An16g08440
OG0008499		Afu8g04560	AN1465	An16g08420
OG0008500		Afu8g05220	AN10210	An16g07500
OG0008501		Afu8g06550, Afu8g06554	AN1805	
OG0008502		Afu8g06974	AN11533	An01g03010
OG0008503		Afu8g07340	AN1717, AN3475	
OG0008504		Afu8g07370		An01g08760, An03g04740
OG0008505		AfuMt00030	AN20004, AN20009	
OG0008506			AN5093, AN6972, AN7848	
OG0008507			AN5075, AN5161	An01g08650
OG0008508			AN10302, AN4609	An04g04320
OG0008509			AN0521, AN4373	An07g09350
OG0008510			AN11108	An02g00070, An08g08020
OG0008511			AN1732, AN8659	An11g06150
OG0008512			AN3321, AN7858	An11g09170
OG0008513			AN11359, AN11504, AN11582	
OG0008514			AN7913	An01g03220, An06g00120
OG0008515			AN7916, AN8556	An16g04230
OG0008516			AN7920, AN8417	An13g03920
OG0008517			AN7926	An01g03210, An12g02470
OG0008518			AN3552, AN3553	An02g05580
OG0008519			AN12065	An04g04360, An11g00320
OG0008520			AN0791, AN11609, AN11757	
OG0008521			AN3241, AN6465	An02g10870
OG0008522			AN11356, AN6692, AN6794	
OG0008523			AN6750	An03g05450, An07g01350
OG0008524			AN9242	An04g02970, An06g02590
OG0008525			AN0510, AN9508	An11g07120
OG0008526			AN0366, AN12184	An04g09680
OG0008527			AN8570, AN8984	An14g05850
OG0008528			AN11681, AN8952	An02g00150
OG0008529			AN1703	An01g14500, An16g05320
OG0008530			AN1806	An05g01620, An08g11190
OG0008531			AN12115, AN2376, AN8302	
OG0008532			AN8441, AN9236	An15g06960
OG0008533			AN3397	An03g00310, An08g10760
OG0008534			AN2672, AN9458	An11g06290
OG0008535			AN2635, AN5227, AN9476	
OG0008536			AN8462	An03g03400, An09g01460
OG0008537			AN5413, AN8486	An12g06150
OG0008538				An01g00910, An16g01220, An16g06690
OG0008539				An01g01660, An01g01680, An01g01690
OG0008540				An01g01730, An12g02560, An12g06350
OG0008541				An02g01340, An06g00240, An16g06660
OG0008542				An02g03200, An04g09720, An16g05330
OG0008543				An02g08320, An09g02320, An11g06430
OG0008544				An02g10030, An06g00920, An08g11120
OG0008545				An02g10890, An10g00130, An16g02750
OG0008546				An03g02680, An12g02060, An12g10960
OG0008547				An04g04350, An11g07340, An14g04840
OG0008548				An04g07720, An08g11930, An08g12230
OG0008549				An07g04970, An11g09010, An12g06210
OG0008550				An08g05940, An12g01470, An12g01780
OG0008551				An11g03400, An12g02960, An12g06660
OG0008552	F9C07_2236427			An03g05340
OG0008553	F9C07_12186, F9C07_2082290			
OG0008554	F9C07_12235		AN7055	
OG0008555	F9C07_12236			An15g02600
OG0008556	F9C07_11350, F9C07_2076995			
OG0008557	F9C07_1917048			An16g01080
OG0008558	F9C07_12258	Afu2g09410		
OG0008559	F9C07_1918039	Afu3g13750		
OG0008560	F9C07_12308			An04g10210
OG0008561	F9C07_2287020			An16g00370
OG0008562	F9C07_2287024			An12g05280
OG0008563	F9C07_2287028		AN3162	
OG0008564	F9C07_1372838, F9C07_2263616			
OG0008565	F9C07_2173254			An13g02370
OG0008566	F9C07_2173259			An02g13330
OG0008567	F9C07_1923396, F9C07_8450			
OG0008568	F9C07_2173334, F9C07_2284549			
OG0008569	F9C07_12432	Afu3g13755		
OG0008570	F9C07_2287117			An09g00950
OG0008571	F9C07_2287119		AN7383	
OG0008572	F9C07_12450, F9C07_6944			
OG0008573	F9C07_12462			An11g09110
OG0008574	F9C07_2287167		AN6872	
OG0008575	F9C07_1927461		AN2309	
OG0008576	F9C07_1931864	Afu1g01230		
OG0008577	F9C07_12563			An02g07960
OG0008578	F9C07_1932176, F9C07_2281025			
OG0008579	F9C07_2263856	Afu5g09920		
OG0008580	F9C07_2173983			An09g00710
OG0008581	F9C07_12637			An13g02530
OG0008582	F9C07_2287304			An12g10360
OG0008583	F9C07_12678		AN2698	
OG0008584	F9C07_2287321	Afu3g03630		
OG0008585	F9C07_2287322	Afu6g03190		
OG0008586	F9C07_2287323		AN3562	
OG0008587	F9C07_2287333		AN9320	
OG0008588	F9C07_1936756		AN11914	
OG0008589	F9C07_1936881			An13g01280
OG0008590	F9C07_2236939		AN11151	
OG0008591	F9C07_1937739			An12g02740
OG0008592	F9C07_2205936			An13g03990
OG0008593	F9C07_2236989			An13g03980
OG0008594	F9C07_12773	Afu3g00790		
OG0008595	F9C07_12777			An01g09530
OG0008596	F9C07_2077505		AN1621	
OG0008597	F9C07_2287417			An13g01620
OG0008598	F9C07_2287419			An03g02100
OG0008599	F9C07_2287424			An03g02140
OG0008600	F9C07_1940580			An03g06890
OG0008601	F9C07_2174642			An03g06915
OG0008602	F9C07_13306		AN1422	
OG0008603	F9C07_2264185			An15g05000
OG0008604	F9C07_13263		AN8544	
OG0008605	F9C07_13262, F9C07_1508220			
OG0008606	F9C07_13254	Afu6g09540		
OG0008607	F9C07_13251		AN5089	
OG0008608	F9C07_13245			An05g01430
OG0008609	F9C07_1952410, F9C07_2236217			
OG0008610	F9C07_13236		AN9162	
OG0008611	F9C07_2287546		AN8578	
OG0008612	F9C07_2248191		AN8131	
OG0008613	F9C07_1954408			An14g07230
OG0008614	F9C07_13186, F9C07_2278849			
OG0008615	F9C07_2237212		AN10911	
OG0008616	F9C07_13167, F9C07_2236078			
OG0008617	F9C07_2287624			An11g08830
OG0008618	F9C07_1955235, F9C07_2287625			
OG0008619	F9C07_2287629	Afu1g01175		
OG0008620	F9C07_1955654			An06g02080
OG0008621	F9C07_2287667	Afu5g02020		
OG0008622	F9C07_2287670		AN12481	
OG0008623	F9C07_13061		AN8966	
OG0008624	F9C07_2077548			An16g06550
OG0008625	F9C07_2175717			An04g10120
OG0008626	F9C07_2214904, F9C07_2287692			
OG0008627	F9C07_13036, F9C07_3175			
OG0008628	F9C07_2105782, F9C07_2237352			
OG0008629	F9C07_2287746			An13g01700
OG0008630	F9C07_2216908, F9C07_2282616			
OG0008631	F9C07_12895			An01g11140
OG0008632	F9C07_2077474			An14g01360
OG0008633	F9C07_2287843			An12g05400
OG0008634	F9C07_5145		AN5539	
OG0008635	F9C07_2062659			An15g07590
OG0008636	F9C07_2062158		AN0506	
OG0008637	F9C07_2262037		AN9367	
OG0008638	F9C07_2241223		AN7826	
OG0008639	F9C07_5180		AN3259	
OG0008640	F9C07_5204			An08g04810
OG0008641	F9C07_5210			An02g12940
OG0008642	F9C07_5211			An09g00680
OG0008643	F9C07_5212		AN0017	
OG0008644	F9C07_2280469	Afu5g01460		
OG0008645	F9C07_5224			An01g06430
OG0008646	F9C07_2229159			An12g04280
OG0008647	F9C07_5256		AN5308	
OG0008648	F9C07_2143484		AN12149	
OG0008649	F9C07_2063492			An15g05020
OG0008650	F9C07_2280525			An09g01910
OG0008651	F9C07_5296			An16g06010
OG0008652	F9C07_1257742, F9C07_2280536			
OG0008653	F9C07_1837645		AN7365	
OG0008654	F9C07_1837716	Afu2g00470		
OG0008655	F9C07_5321	Afu3g03070		
OG0008656	F9C07_2229226			An12g06540
OG0008657	F9C07_2280563	Afu1g17620		
OG0008658	F9C07_5354			An14g02530
OG0008659	F9C07_1838884, F9C07_2159054			
OG0008660	F9C07_2280591		AN6092	
OG0008661	F9C07_1840295		AN12280	
OG0008662	F9C07_2143945	Afu5g14900		
OG0008663	F9C07_2229276, F9C07_5378			
OG0008664	F9C07_2063450	Afu1g00120		
OG0008665	F9C07_1842678			An02g08360
OG0008666	F9C07_2262407			An12g03250
OG0008667	F9C07_2229328	Afu5g01570		
OG0008668	F9C07_5464	Afu8g06405		
OG0008669	F9C07_2229369	Afu3g15200		
OG0008670	F9C07_2280743			An11g07570
OG0008671	F9C07_2280744			An11g07590
OG0008672	F9C07_1848731		AN2595	
OG0008673	F9C07_2229469		AN7067	
OG0008674	F9C07_5595	Afu2g01800		
OG0008675	F9C07_1849043	Afu2g01710		
OG0008676	F9C07_2280829			An05g02410
OG0008677	F9C07_2280872, F9C07_2284648			
OG0008678	F9C07_5714			An18g00840
OG0008679	F9C07_2280980		AN0741	
OG0008680	F9C07_2280988			An05g01600
OG0008681	F9C07_2280994		AN6052	
OG0008682	F9C07_2280997			An08g05278
OG0008683	F9C07_2229695			An16g00180
OG0008684	F9C07_2281006			An16g06680
OG0008685	F9C07_2281016		AN0036	
OG0008686	F9C07_5921			An12g06600
OG0008687	F9C07_2103823			An12g04090
OG0008688	F9C07_2146324			An15g04850
OG0008689	F9C07_2146623	Afu2g07610		
OG0008690	F9C07_1902515			An14g00030
OG0008691	F9C07_2146829	Afu4g04605		
OG0008692	F9C07_2063515	Afu4g04570		
OG0008693	F9C07_13405		AN11541	
OG0008694	F9C07_2147054			An10g00140
OG0008695	F9C07_2220235, F9C07_2234346			
OG0008696	F9C07_2281264			An03g00520
OG0008697	F9C07_13368			An15g02160
OG0008698	F9C07_13356, F9C07_2063711			
OG0008699	F9C07_2062407		AN9278	
OG0008700	F9C07_2048604, F9C07_2283810			
OG0008701	F9C07_10591, F9C07_1910648			
OG0008702	F9C07_2282858	Afu5g00550		
OG0008703	F9C07_2278423, F9C07_3188			
OG0008704	F9C07_2282865		AN8124	
OG0008705	F9C07_1486849	Afu5g06870		
OG0008706	F9C07_2231886			An05g01330
OG0008707	F9C07_1489171, F9C07_2276730			
OG0008708	F9C07_1489712		AN0181	
OG0008709	F9C07_2231941			An14g02510
OG0008710	F9C07_2202480			An12g07250
OG0008711	F9C07_2282956			An11g08940
OG0008712	F9C07_3300			An02g13260
OG0008713	F9C07_2256123			An11g00380
OG0008714	F9C07_2105928	Afu6g10860		
OG0008715	F9C07_2231991		AN5060	
OG0008716	F9C07_2282983	Afu3g14950		
OG0008717	F9C07_1460612, F9C07_3386			
OG0008718	F9C07_2232081		AN12199	
OG0008719	F9C07_3447			An13g03050
OG0008720	F9C07_2155847		AN4567	
OG0008721	F9C07_2155875		AN11034	
OG0008722	F9C07_2279288, F9C07_2283208			
OG0008723	F9C07_2099353, F9C07_2156458			
OG0008724	F9C07_3708		AN6918	
OG0008725	F9C07_3714		AN0656	
OG0008726	F9C07_3745			An12g06030
OG0008727	F9C07_2232406			An14g01370
OG0008728	F9C07_2283337	Afu2g17690		
OG0008729	F9C07_3805			An01g06770
OG0008730	F9C07_1526619			An01g06830
OG0008731	F9C07_1527124			An04g03070
OG0008732	F9C07_3838	Afu1g01830		
OG0008733	F9C07_2283399	Afu5g01200		
OG0008734	F9C07_3847		AN8086	
OG0008735	F9C07_1528109			An03g02040
OG0008736	F9C07_3874			An09g01500
OG0008737	F9C07_1529341		AN10596	
OG0008738	F9C07_11448, F9C07_2232513			
OG0008739	F9C07_3885			An03g06310
OG0008740	F9C07_2283430			An10g00210
OG0008741	F9C07_1531395			An12g06840
OG0008742	F9C07_3950	Afu3g02253		
OG0008743	F9C07_3965		AN8728	
OG0008744	F9C07_1536622			An02g08640
OG0008745	F9C07_1537023			An12g01320
OG0008746	F9C07_2232634			An10g00600
OG0008747	F9C07_2028491, F9C07_4003			
OG0008748	F9C07_4025			An01g12100
OG0008749	F9C07_4026		AN8005	
OG0008750	F9C07_2244268			An16g02320
OG0008751	F9C07_4079			An07g09430
OG0008752	F9C07_2232730	Afu1g07190		
OG0008753	F9C07_4109			An07g09790
OG0008754	F9C07_10786		AN11226	
OG0008755	F9C07_2069170			An03g03670
OG0008756	F9C07_1581195	Afu2g01380		
OG0008757	F9C07_1581205			An12g06780
OG0008758	F9C07_10588, F9C07_2213201			
OG0008759	F9C07_2283815	Afu1g00160		
OG0008760	F9C07_2159016	Afu1g00820		
OG0008761	F9C07_2159023			An12g06810
OG0008762	F9C07_2283821	Afu7g08240		
OG0008763	F9C07_10577			An14g01210
OG0008764	F9C07_2283824			An14g01180
OG0008765	F9C07_2091233		AN11216	
OG0008766	F9C07_1582866		AN4158	
OG0008767	F9C07_2233033			An02g10250
OG0008768	F9C07_2091368		AN1791	
OG0008769	F9C07_10501	Afu6g00260		
OG0008770	F9C07_2057934, F9C07_2244622			
OG0008771	F9C07_2283895			An14g02570
OG0008772	F9C07_2283899			An12g05580
OG0008773	F9C07_1585106	Afu5g06910		
OG0008774	F9C07_2283921			An18g00950
OG0008775	F9C07_2283929, F9C07_2283931			
OG0008776	F9C07_10404, F9C07_6512			
OG0008777	F9C07_2283975	Afu7g08645		
OG0008778	F9C07_2233240			An04g08880
OG0008779	F9C07_10284		AN5622	
OG0008780	F9C07_2124820, F9C07_2284104			
OG0008781	F9C07_10249			An11g07020
OG0008782	F9C07_10241	Afu8g00610		
OG0008783	F9C07_2233327			An07g00950
OG0008784	F9C07_10236, F9C07_2105751			
OG0008785	F9C07_10221			An03g02540
OG0008786	F9C07_10216	Afu8g05960		
OG0008787	F9C07_2284143			An19g00040
OG0008788	F9C07_2284152			An06g02040
OG0008789	F9C07_10179, F9C07_4809			
OG0008790	F9C07_10176			An12g02780
OG0008791	F9C07_2203426			An07g08930
OG0008792	F9C07_2284170			An11g00240
OG0008793	F9C07_2160743			An12g10590
OG0008794	F9C07_2067322	Afu2g00260		
OG0008795	F9C07_2069538		AN5258	
OG0008796	F9C07_2068026			An01g08680
OG0008797	F9C07_2067936		AN9296	
OG0008798	F9C07_10117, F9C07_10118			
OG0008799	F9C07_10111			An14g03450
OG0008800	F9C07_2239391		AN4643	
OG0008801	F9C07_2058180			An03g00020
OG0008802	F9C07_2278549	Afu6g09570		
OG0008803	F9C07_2278559			An09g03740
OG0008804	F9C07_91		AN8472	
OG0008805	F9C07_8976, F9C07_95			
OG0008806	F9C07_2227011, F9C07_8484			
OG0008807	F9C07_2278645	Afu7g04550		
OG0008808	F9C07_1008475	Afu8g06500		
OG0008809	F9C07_207	Afu4g01030		
OG0008810	F9C07_210			An15g04630
OG0008811	F9C07_2248753			An01g14730
OG0008812	F9C07_2278692		AN11030	
OG0008813	F9C07_2134530			An03g00450
OG0008814	F9C07_2278703		AN8316	
OG0008815	F9C07_2278705			An04g02910
OG0008816	F9C07_260			An15g07230
OG0008817	F9C07_270			An12g09450
OG0008818	F9C07_293			An07g02070
OG0008819	F9C07_318		AN7827	
OG0008820	F9C07_2278780			An09g01310
OG0008821	F9C07_2060352			An09g01300
OG0008822	F9C07_341			An13g01460
OG0008823	F9C07_2249030			An04g04960
OG0008824	F9C07_2134952		AN4103	
OG0008825	F9C07_2199279			An08g04530
OG0008826	F9C07_366			An07g01110
OG0008827	F9C07_2058455			An11g08820
OG0008828	F9C07_1016034	Afu8g01310		
OG0008829	F9C07_2060982		AN3407	
OG0008830	F9C07_2135183	Afu3g02680		
OG0008831	F9C07_417	Afu3g02685		
OG0008832	F9C07_2082606, F9C07_2278962			
OG0008833	F9C07_2278969		AN5853	
OG0008834	F9C07_2082651			An14g07330
OG0008835	F9C07_1034367			An15g04500
OG0008836	F9C07_613			An12g05020
OG0008837	F9C07_2227542			An15g06870
OG0008838	F9C07_1047005, F9C07_2284275			
OG0008839	F9C07_1047811		AN2662	
OG0008840	F9C07_2227660		AN10050	
OG0008841	F9C07_840		AN0291	
OG0008842	F9C07_891	Afu1g16140		
OG0008843	F9C07_899			An01g05890
OG0008844	F9C07_2279277		AN5373	
OG0008845	F9C07_2101839			An01g11470
OG0008846	F9C07_2227787, F9C07_2284313			
OG0008847	F9C07_2060509	Afu4g14270		
OG0008848	F9C07_2279301	Afu7g02380		
OG0008849	F9C07_998		AN11876	
OG0008850	F9C07_2137595	Afu8g01795		
OG0008851	F9C07_2249857, F9C07_2279356			
OG0008852	F9C07_2227874, F9C07_2240194			
OG0008853	F9C07_1067628		AN8986	
OG0008854	F9C07_1050			An01g10320
OG0008855	F9C07_1053			An03g01950
OG0008856	F9C07_2279368		AN0473	
OG0008857	F9C07_1121			An01g11120
OG0008858	F9C07_1122			An01g11130
OG0008859	F9C07_1089379		AN11777	
OG0008860	F9C07_2278268, F9C07_2279590			
OG0008861	F9C07_1392	Afu3g02870		
OG0008862	F9C07_2279661		AN1566	
OG0008863	F9C07_1416			An02g12440
OG0008864	F9C07_1098506	Afu3g08265		
OG0008865	F9C07_2228272			An02g11505
OG0008866	F9C07_2228312		AN3796	
OG0008867	F9C07_1122954			An08g00390
OG0008868	F9C07_2140480		AN11137	
OG0008869	F9C07_2279881		AN11136	
OG0008870	F9C07_2140702		AN2301	
OG0008871	F9C07_2141023		AN8994	
OG0008872	F9C07_10932			An01g11480
OG0008873	F9C07_2058465	Afu3g07440		
OG0008874	F9C07_10952			An02g01255
OG0008875	F9C07_2209606			An02g01260
OG0008876	F9C07_10955			An13g02990
OG0008877	F9C07_10956			An13g03030
OG0008878	F9C07_2102694			An18g05930
OG0008879	F9C07_11018		AN3675-uORF	
